report_id,hex_id,district,lat,lng,category,severity,user_id,user_trust,verified,date,month
R003890,H00479,Алмалы,43.19203,76.82874,Подтопление,3,U04846,0.15,0,2027-05-21,2027-05
R003891,H00479,Алмалы,43.19203,76.82874,Стихийная свалка,5,U00923,0.47,0,2026-11-01,2026-11
R003892,H00480,Алмалы,43.19203,76.83624,Дымящая труба,4,U03216,0.344,1,2027-03-29,2027-03
R003893,H00480,Алмалы,43.19203,76.83624,Асфальтированный газон,5,U04495,0.828,0,2026-09-20,2026-09
R003894,H00480,Алмалы,43.19203,76.83624,Парковка на газоне,3,U04232,0.556,0,2026-09-06,2026-09
R003895,H00480,Алмалы,43.19203,76.83624,Подтопление,4,U03375,0.511,0,2026-11-10,2026-11
R003896,H00481,Алмалы,43.19203,76.84373,Переполненный бак,4,U01757,0.68,0,2026-12-20,2026-12
R003897,H00481,Алмалы,43.19203,76.84373,Загрязнённый арык,4,U04232,0.556,1,2027-04-10,2027-04
R003898,H00481,Алмалы,43.19203,76.84373,Стихийная свалка,3,U00929,0.15,0,2027-03-23,2027-03
R003899,H00482,Алмалы,43.19203,76.85123,Дымящая труба,3,U01994,0.319,0,2027-05-21,2027-05
R003900,H00483,Алмалы,43.19203,76.85873,Асфальтированный газон,4,U04232,0.556,1,2026-10-22,2026-10
R003901,H00483,Алмалы,43.19203,76.85873,Стихийная свалка,4,U01953,0.595,0,2027-05-07,2027-05
R003902,H00483,Алмалы,43.19203,76.85873,Пень / вырубка,4,U01184,0.661,1,2026-12-22,2026-12
R003903,H00484,Алмалы,43.19203,76.86623,Парковка на газоне,5,U04304,0.15,0,2026-12-13,2026-12
R003904,H00484,Алмалы,43.19203,76.86623,Парковка на газоне,3,U05162,0.189,1,2026-11-17,2026-11
R003905,H00484,Алмалы,43.19203,76.86623,Асфальтированный газон,4,U03560,0.552,1,2027-04-25,2027-04
R003906,H00484,Алмалы,43.19203,76.86623,Дымящая труба,5,U04179,0.891,1,2027-06-11,2027-06
R003907,H00484,Алмалы,43.19203,76.86623,Переполненный бак,5,U03375,0.511,1,2027-03-02,2027-03
R003908,H00484,Алмалы,43.19203,76.86623,Переполненный бак,4,U04535,0.965,1,2027-03-08,2027-03
R003909,H00484,Алмалы,43.19203,76.86623,Засохшее дерево,2,U02845,0.18,1,2026-12-07,2026-12
R003910,H00484,Алмалы,43.19203,76.86623,Засохшее дерево,3,U04719,0.356,0,2026-11-18,2026-11
R003911,H00484,Алмалы,43.19203,76.86623,Пень / вырубка,4,U01749,0.321,0,2027-04-11,2027-04
R003912,H00484,Алмалы,43.19203,76.86623,Засохшее дерево,5,U04917,0.369,0,2027-04-19,2027-04
R003913,H00484,Алмалы,43.19203,76.86623,Стихийная свалка,4,U01587,0.571,0,2027-06-10,2027-06
R003914,H00484,Алмалы,43.19203,76.86623,Сломанная скамейка/фонарь,4,U05098,0.811,1,2027-05-13,2027-05
R003915,H00484,Алмалы,43.19203,76.86623,Засохшее дерево,2,U03368,0.957,1,2027-06-12,2027-06
R003916,H00484,Алмалы,43.19203,76.86623,Парковка на газоне,4,U04232,0.556,1,2026-12-14,2026-12
R003917,H00484,Алмалы,43.19203,76.86623,Пень / вырубка,4,U04232,0.556,0,2027-03-06,2027-03
R003918,H00484,Алмалы,43.19203,76.86623,Засохшее дерево,5,U02325,0.473,0,2027-05-05,2027-05
R003919,H00484,Алмалы,43.19203,76.86623,Стихийная свалка,5,U00387,0.379,1,2027-03-07,2027-03
R003920,H00484,Алмалы,43.19203,76.86623,Дымящая труба,3,U02707,0.246,1,2027-02-13,2027-02
R003921,H00484,Алмалы,43.19203,76.86623,Сломанная скамейка/фонарь,4,U04326,0.248,1,2026-12-29,2026-12
R003922,H00484,Алмалы,43.19203,76.86623,Загрязнённый арык,5,U00344,0.336,0,2027-03-01,2027-03
R003923,H00484,Алмалы,43.19203,76.86623,Парковка на газоне,3,U04232,0.556,0,2027-01-29,2027-01
R003924,H00484,Алмалы,43.19203,76.86623,Загрязнённый арык,2,U02427,0.369,1,2027-04-21,2027-04
R003925,H00484,Алмалы,43.19203,76.86623,Сломанная скамейка/фонарь,5,U00996,0.784,1,2027-06-18,2027-06
R003926,H00484,Алмалы,43.19203,76.86623,Парковка на газоне,5,U01519,0.653,0,2027-05-13,2027-05
R003927,H00484,Алмалы,43.19203,76.86623,Стихийная свалка,4,U02286,0.868,1,2027-02-11,2027-02
R003928,H00484,Алмалы,43.19203,76.86623,Переполненный бак,5,U00050,0.234,0,2026-10-21,2026-10
R003929,H00484,Алмалы,43.19203,76.86623,Дымящая труба,4,U03474,0.531,0,2027-06-05,2027-06
R003930,H00484,Алмалы,43.19203,76.86623,Асфальтированный газон,2,U01845,0.504,0,2027-05-13,2027-05
R003931,H00484,Алмалы,43.19203,76.86623,Стихийная свалка,5,U02220,0.15,0,2027-04-01,2027-04
R003932,H00484,Алмалы,43.19203,76.86623,Засохшее дерево,4,U00692,0.725,1,2027-03-25,2027-03
R003933,H00484,Алмалы,43.19203,76.86623,Загрязнённый арык,3,U02022,0.256,0,2027-04-23,2027-04
R003934,H00484,Алмалы,43.19203,76.86623,Сломанная скамейка/фонарь,5,U01749,0.321,1,2026-12-11,2026-12
R003935,H00484,Алмалы,43.19203,76.86623,Отсутствие озеленения,5,U04232,0.556,0,2027-05-14,2027-05
R003936,H00484,Алмалы,43.19203,76.86623,Парковка на газоне,5,U00413,0.831,1,2027-05-29,2027-05
R003937,H00484,Алмалы,43.19203,76.86623,Переполненный бак,5,U04495,0.828,1,2027-01-10,2027-01
R003938,H00484,Алмалы,43.19203,76.86623,Переполненный бак,4,U02707,0.246,1,2027-01-18,2027-01
R003939,H00484,Алмалы,43.19203,76.86623,Парковка на газоне,3,U00509,0.639,1,2027-04-04,2027-04
R003940,H00484,Алмалы,43.19203,76.86623,Засохшее дерево,5,U01817,0.448,0,2027-05-24,2027-05
R003941,H00484,Алмалы,43.19203,76.86623,Засохшее дерево,5,U03389,0.343,1,2026-11-29,2026-11
R003942,H00484,Алмалы,43.19203,76.86623,Подтопление,1,U01749,0.321,0,2026-12-30,2026-12
R003943,H00484,Алмалы,43.19203,76.86623,Загрязнённый арык,3,U04232,0.556,0,2027-03-10,2027-03
R003944,H00484,Алмалы,43.19203,76.86623,Сломанная скамейка/фонарь,3,U04675,0.666,0,2026-10-26,2026-10
R003945,H00484,Алмалы,43.19203,76.86623,Переполненный бак,2,U00772,0.389,1,2027-04-04,2027-04
R003946,H00484,Алмалы,43.19203,76.86623,Засохшее дерево,3,U04527,0.762,1,2027-05-10,2027-05
R003947,H00484,Алмалы,43.19203,76.86623,Стихийная свалка,4,U03221,0.325,1,2027-06-15,2027-06
R003948,H00484,Алмалы,43.19203,76.86623,Засохшее дерево,5,U04495,0.828,0,2027-03-31,2027-03
R003949,H00484,Алмалы,43.19203,76.86623,Отсутствие озеленения,5,U00385,0.623,1,2027-03-04,2027-03
R003950,H00484,Алмалы,43.19203,76.86623,Парковка на газоне,5,U04232,0.556,0,2026-11-26,2026-11
R003951,H00484,Алмалы,43.19203,76.86623,Отсутствие озеленения,5,U03443,0.435,1,2027-03-11,2027-03
R003952,H00484,Алмалы,43.19203,76.86623,Загрязнённый арык,4,U00408,0.8,1,2027-05-15,2027-05
R003953,H00484,Алмалы,43.19203,76.86623,Засохшее дерево,5,U04123,0.618,1,2027-04-14,2027-04
R003954,H00485,Алмалы,43.19203,76.87373,Сломанная скамейка/фонарь,4,U04145,0.502,1,2027-01-28,2027-01
R003955,H00485,Алмалы,43.19203,76.87373,Засохшее дерево,3,U04123,0.618,1,2026-12-23,2026-12
R003956,H00485,Алмалы,43.19203,76.87373,Подтопление,5,U04925,0.51,1,2027-02-08,2027-02
R003957,H00485,Алмалы,43.19203,76.87373,Хорошее место,4,U02841,0.845,1,2027-02-24,2027-02
R003958,H00485,Алмалы,43.19203,76.87373,Сломанная скамейка/фонарь,5,U05035,0.489,1,2026-12-31,2026-12
R003959,H00485,Алмалы,43.19203,76.87373,Пень / вырубка,5,U00387,0.379,1,2027-04-10,2027-04
R003960,H00485,Алмалы,43.19203,76.87373,Парковка на газоне,3,U03082,0.418,0,2027-05-01,2027-05
R003961,H00485,Алмалы,43.19203,76.87373,Переполненный бак,4,U00112,0.78,0,2027-04-21,2027-04
R003962,H00485,Алмалы,43.19203,76.87373,Стихийная свалка,3,U00560,0.19,1,2027-06-02,2027-06
R003963,H00485,Алмалы,43.19203,76.87373,Переполненный бак,4,U05100,0.591,1,2026-12-20,2026-12
R003964,H00485,Алмалы,43.19203,76.87373,Загрязнённый арык,4,U05047,0.358,0,2026-12-16,2026-12
R003965,H00485,Алмалы,43.19203,76.87373,Парковка на газоне,5,U04689,0.5,0,2027-01-15,2027-01
R003966,H00486,Бостандык,43.19203,76.88122,Стихийная свалка,3,U03153,0.436,0,2027-04-09,2027-04
R003967,H00486,Бостандык,43.19203,76.88122,Дымящая труба,4,U02516,0.968,1,2027-01-14,2027-01
R003968,H00486,Бостандык,43.19203,76.88122,Переполненный бак,4,U04594,0.411,1,2027-06-06,2027-06
R003969,H00486,Бостандык,43.19203,76.88122,Парковка на газоне,5,U02809,0.48,0,2027-04-07,2027-04
R003970,H00486,Бостандык,43.19203,76.88122,Засохшее дерево,4,U02556,0.586,0,2026-12-01,2026-12
R003971,H00486,Бостандык,43.19203,76.88122,Переполненный бак,5,U01225,0.291,0,2026-10-12,2026-10
R003972,H00486,Бостандык,43.19203,76.88122,Загрязнённый арык,4,U04492,0.646,1,2026-10-23,2026-10
R003973,H00486,Бостандык,43.19203,76.88122,Дымящая труба,4,U00890,0.409,1,2026-12-13,2026-12
R003974,H00486,Бостандык,43.19203,76.88122,Сломанная скамейка/фонарь,5,U04985,0.501,1,2027-04-04,2027-04
R003975,H00486,Бостандык,43.19203,76.88122,Дымящая труба,3,U01500,0.225,0,2026-11-19,2026-11
R003976,H00486,Бостандык,43.19203,76.88122,Засохшее дерево,5,U00459,0.164,1,2027-05-07,2027-05
R003977,H00486,Бостандык,43.19203,76.88122,Парковка на газоне,3,U00297,0.358,0,2026-12-20,2026-12
R003978,H00486,Бостандык,43.19203,76.88122,Переполненный бак,1,U04817,0.583,1,2027-01-03,2027-01
R003979,H00486,Бостандык,43.19203,76.88122,Засохшее дерево,5,U01112,0.254,1,2027-06-23,2027-06
R003980,H00486,Бостандык,43.19203,76.88122,Дымящая труба,3,U03353,0.671,1,2027-01-16,2027-01
R003981,H00486,Бостандык,43.19203,76.88122,Дымящая труба,4,U00167,0.396,1,2026-10-15,2026-10
R003982,H00486,Бостандык,43.19203,76.88122,Подтопление,5,U02018,0.874,0,2027-03-16,2027-03
R003983,H00486,Бостандык,43.19203,76.88122,Дымящая труба,4,U03702,0.15,0,2027-02-12,2027-02
R003984,H00486,Бостандык,43.19203,76.88122,Парковка на газоне,3,U04812,0.348,1,2026-12-20,2026-12
R003985,H00486,Бостандык,43.19203,76.88122,Переполненный бак,4,U01749,0.321,0,2027-03-26,2027-03
R003986,H00486,Бостандык,43.19203,76.88122,Стихийная свалка,3,U01146,0.734,1,2027-04-04,2027-04
R003987,H00486,Бостандык,43.19203,76.88122,Пень / вырубка,4,U01749,0.321,1,2027-06-11,2027-06
R003988,H00486,Бостандык,43.19203,76.88122,Асфальтированный газон,4,U00836,0.452,1,2027-01-29,2027-01
R003989,H00486,Бостандык,43.19203,76.88122,Стихийная свалка,5,U04232,0.556,0,2027-01-07,2027-01
R003990,H00486,Бостандык,43.19203,76.88122,Пень / вырубка,4,U02878,0.77,1,2026-12-22,2026-12
R003991,H00486,Бостандык,43.19203,76.88122,Переполненный бак,5,U04143,0.15,0,2027-02-03,2027-02
R003992,H00486,Бостандык,43.19203,76.88122,Пень / вырубка,5,U00436,0.629,0,2027-03-08,2027-03
R003993,H00486,Бостандык,43.19203,76.88122,Переполненный бак,4,U04495,0.828,1,2027-01-21,2027-01
R003994,H00486,Бостандык,43.19203,76.88122,Стихийная свалка,4,U04134,0.433,1,2027-01-14,2027-01
R003995,H00486,Бостандык,43.19203,76.88122,Сломанная скамейка/фонарь,4,U00767,0.658,1,2027-01-20,2027-01
R003996,H00486,Бостандык,43.19203,76.88122,Стихийная свалка,5,U02306,0.964,0,2027-05-08,2027-05
R003997,H00486,Бостандык,43.19203,76.88122,Переполненный бак,3,U03517,0.28,1,2026-10-20,2026-10
R003998,H00486,Бостандык,43.19203,76.88122,Отсутствие озеленения,5,U04232,0.556,0,2027-04-14,2027-04
R003999,H00486,Бостандык,43.19203,76.88122,Сломанная скамейка/фонарь,2,U02319,0.423,1,2027-05-02,2027-05
R004000,H00486,Бостандык,43.19203,76.88122,Отсутствие озеленения,5,U00057,0.334,0,2027-02-20,2027-02
R004001,H00486,Бостандык,43.19203,76.88122,Парковка на газоне,3,U04232,0.556,0,2026-11-07,2026-11
R004002,H00486,Бостандык,43.19203,76.88122,Дымящая труба,5,U04232,0.556,0,2026-10-16,2026-10
R004003,H00486,Бостандык,43.19203,76.88122,Дымящая труба,5,U04495,0.828,1,2027-03-28,2027-03
R004004,H00486,Бостандык,43.19203,76.88122,Пень / вырубка,4,U03419,0.674,1,2027-02-06,2027-02
R004005,H00486,Бостандык,43.19203,76.88122,Дымящая труба,3,U00019,0.935,1,2027-05-05,2027-05
R004006,H00487,Бостандык,43.19203,76.88872,Дымящая труба,1,U00400,0.259,1,2027-03-27,2027-03
R004007,H00487,Бостандык,43.19203,76.88872,Загрязнённый арык,2,U00319,0.726,0,2027-04-11,2027-04
R004008,H00487,Бостандык,43.19203,76.88872,Стихийная свалка,5,U01272,0.777,1,2027-04-07,2027-04
R004009,H00487,Бостандык,43.19203,76.88872,Пень / вырубка,5,U02410,0.577,1,2026-11-12,2026-11
R004010,H00487,Бостандык,43.19203,76.88872,Переполненный бак,5,U03758,0.842,1,2027-05-29,2027-05
R004011,H00487,Бостандык,43.19203,76.88872,Подтопление,4,U00416,0.695,1,2027-06-14,2027-06
R004012,H00487,Бостандык,43.19203,76.88872,Стихийная свалка,4,U01749,0.321,0,2026-12-13,2026-12
R004013,H00487,Бостандык,43.19203,76.88872,Парковка на газоне,5,U04274,0.334,1,2027-02-07,2027-02
R004014,H00487,Бостандык,43.19203,76.88872,Засохшее дерево,5,U00778,0.439,1,2027-04-09,2027-04
R004015,H00487,Бостандык,43.19203,76.88872,Стихийная свалка,5,U00818,0.193,0,2026-12-20,2026-12
R004016,H00487,Бостандык,43.19203,76.88872,Засохшее дерево,4,U00919,0.47,0,2026-12-24,2026-12
R004017,H00487,Бостандык,43.19203,76.88872,Переполненный бак,5,U00270,0.667,1,2027-01-05,2027-01
R004018,H00488,Бостандык,43.19203,76.89622,Стихийная свалка,5,U04179,0.891,0,2027-05-03,2027-05
R004019,H00488,Бостандык,43.19203,76.89622,Переполненный бак,5,U04232,0.556,1,2027-01-25,2027-01
R004020,H00488,Бостандык,43.19203,76.89622,Асфальтированный газон,5,U02839,0.653,1,2027-02-24,2027-02
R004021,H00488,Бостандык,43.19203,76.89622,Подтопление,4,U04216,0.256,1,2027-06-03,2027-06
R004022,H00488,Бостандык,43.19203,76.89622,Засохшее дерево,4,U04364,0.331,1,2027-03-07,2027-03
R004023,H00488,Бостандык,43.19203,76.89622,Загрязнённый арык,5,U02676,0.802,1,2027-05-23,2027-05
R004024,H00488,Бостандык,43.19203,76.89622,Отсутствие озеленения,3,U03158,0.45,0,2027-05-26,2027-05
R004025,H00488,Бостандык,43.19203,76.89622,Дымящая труба,5,U04521,0.573,1,2027-05-09,2027-05
R004026,H00488,Бостандык,43.19203,76.89622,Сломанная скамейка/фонарь,4,U02410,0.577,1,2027-01-15,2027-01
R004027,H00488,Бостандык,43.19203,76.89622,Стихийная свалка,5,U04232,0.556,1,2027-02-12,2027-02
R004028,H00488,Бостандык,43.19203,76.89622,Стихийная свалка,4,U04495,0.828,0,2027-06-11,2027-06
R004029,H00488,Бостандык,43.19203,76.89622,Загрязнённый арык,5,U04232,0.556,1,2027-04-18,2027-04
R004030,H00488,Бостандык,43.19203,76.89622,Парковка на газоне,4,U01091,0.97,1,2027-04-28,2027-04
R004031,H00488,Бостандык,43.19203,76.89622,Отсутствие озеленения,4,U01085,0.307,0,2027-02-24,2027-02
R004032,H00488,Бостандык,43.19203,76.89622,Переполненный бак,4,U04232,0.556,1,2026-10-13,2026-10
R004033,H00488,Бостандык,43.19203,76.89622,Асфальтированный газон,5,U02190,0.629,1,2026-10-25,2026-10
R004034,H00488,Бостандык,43.19203,76.89622,Парковка на газоне,5,U04752,0.42,0,2027-01-03,2027-01
R004035,H00488,Бостандык,43.19203,76.89622,Подтопление,5,U00353,0.818,1,2027-04-15,2027-04
R004036,H00488,Бостандык,43.19203,76.89622,Асфальтированный газон,4,U04524,0.529,1,2026-12-29,2026-12
R004037,H00488,Бостандык,43.19203,76.89622,Парковка на газоне,5,U02955,0.317,1,2027-03-19,2027-03
R004038,H00488,Бостандык,43.19203,76.89622,Стихийная свалка,4,U01449,0.761,0,2027-02-12,2027-02
R004039,H00488,Бостандык,43.19203,76.89622,Пень / вырубка,3,U03642,0.642,1,2027-04-06,2027-04
R004040,H00488,Бостандык,43.19203,76.89622,Асфальтированный газон,5,U00375,0.168,0,2027-05-27,2027-05
R004041,H00488,Бостандык,43.19203,76.89622,Переполненный бак,3,U04304,0.15,0,2027-05-09,2027-05
R004042,H00488,Бостандык,43.19203,76.89622,Парковка на газоне,5,U00148,0.15,0,2027-04-11,2027-04
R004043,H00488,Бостандык,43.19203,76.89622,Засохшее дерево,1,U02257,0.677,1,2027-01-17,2027-01
R004044,H00488,Бостандык,43.19203,76.89622,Стихийная свалка,5,U00483,0.316,0,2027-06-12,2027-06
R004045,H00488,Бостандык,43.19203,76.89622,Подтопление,4,U01704,0.535,0,2026-10-03,2026-10
R004046,H00488,Бостандык,43.19203,76.89622,Парковка на газоне,3,U01749,0.321,1,2027-02-28,2027-02
R004047,H00488,Бостандык,43.19203,76.89622,Асфальтированный газон,4,U04232,0.556,1,2027-04-12,2027-04
R004048,H00488,Бостандык,43.19203,76.89622,Засохшее дерево,3,U04495,0.828,1,2027-03-13,2027-03
R004049,H00488,Бостандык,43.19203,76.89622,Отсутствие озеленения,4,U04143,0.15,1,2027-03-11,2027-03
R004050,H00488,Бостандык,43.19203,76.89622,Асфальтированный газон,3,U01749,0.321,0,2027-03-03,2027-03
R004051,H00488,Бостандык,43.19203,76.89622,Парковка на газоне,3,U04828,0.763,1,2027-04-17,2027-04
R004052,H00488,Бостандык,43.19203,76.89622,Асфальтированный газон,5,U03783,0.31,1,2027-04-01,2027-04
R004053,H00488,Бостандык,43.19203,76.89622,Загрязнённый арык,5,U02664,0.762,0,2026-10-18,2026-10
R004054,H00488,Бостандык,43.19203,76.89622,Переполненный бак,3,U01749,0.321,1,2027-05-25,2027-05
R004055,H00488,Бостандык,43.19203,76.89622,Парковка на газоне,4,U02992,0.336,1,2027-03-27,2027-03
R004056,H00488,Бостандык,43.19203,76.89622,Асфальтированный газон,3,U00079,0.498,1,2027-03-17,2027-03
R004057,H00488,Бостандык,43.19203,76.89622,Загрязнённый арык,5,U04143,0.15,0,2027-01-29,2027-01
R004058,H00488,Бостандык,43.19203,76.89622,Дымящая труба,3,U02036,0.584,0,2027-03-24,2027-03
R004059,H00488,Бостандык,43.19203,76.89622,Подтопление,5,U03606,0.422,0,2027-05-16,2027-05
R004060,H00488,Бостандык,43.19203,76.89622,Дымящая труба,5,U04232,0.556,1,2027-02-24,2027-02
R004061,H00488,Бостандык,43.19203,76.89622,Парковка на газоне,5,U04143,0.15,0,2027-02-16,2027-02
R004062,H00488,Бостандык,43.19203,76.89622,Пень / вырубка,5,U04495,0.828,0,2027-05-02,2027-05
R004063,H00488,Бостандык,43.19203,76.89622,Отсутствие озеленения,5,U01146,0.734,0,2026-10-24,2026-10
R004064,H00488,Бостандык,43.19203,76.89622,Дымящая труба,5,U02710,0.672,1,2027-04-20,2027-04
R004065,H00488,Бостандык,43.19203,76.89622,Загрязнённый арык,4,U03127,0.622,1,2026-12-17,2026-12
R004066,H00488,Бостандык,43.19203,76.89622,Стихийная свалка,5,U01250,0.53,0,2027-05-27,2027-05
R004067,H00488,Бостандык,43.19203,76.89622,Хорошее место,5,U01217,0.763,1,2027-05-21,2027-05
R004068,H00488,Бостандык,43.19203,76.89622,Пень / вырубка,5,U02275,0.357,0,2027-06-13,2027-06
R004069,H00488,Бостандык,43.19203,76.89622,Загрязнённый арык,5,U00279,0.15,1,2027-05-15,2027-05
R004070,H00488,Бостандык,43.19203,76.89622,Переполненный бак,3,U03239,0.888,1,2027-01-03,2027-01
R004071,H00488,Бостандык,43.19203,76.89622,Загрязнённый арык,5,U01556,0.276,1,2027-05-13,2027-05
R004072,H00488,Бостандык,43.19203,76.89622,Стихийная свалка,4,U00279,0.15,0,2027-02-15,2027-02
R004073,H00488,Бостандык,43.19203,76.89622,Сломанная скамейка/фонарь,5,U00387,0.379,1,2027-03-01,2027-03
R004074,H00488,Бостандык,43.19203,76.89622,Сломанная скамейка/фонарь,5,U04245,0.783,1,2027-03-28,2027-03
R004075,H00488,Бостандык,43.19203,76.89622,Отсутствие озеленения,5,U00020,0.704,1,2027-05-07,2027-05
R004076,H00489,Бостандык,43.19203,76.90372,Загрязнённый арык,5,U01031,0.74,1,2026-11-20,2026-11
R004077,H00489,Бостандык,43.19203,76.90372,Подтопление,5,U00872,0.729,1,2027-01-06,2027-01
R004078,H00489,Бостандык,43.19203,76.90372,Засохшее дерево,5,U00662,0.15,0,2026-10-08,2026-10
R004079,H00489,Бостандык,43.19203,76.90372,Отсутствие озеленения,4,U01875,0.285,0,2026-10-30,2026-10
R004080,H00489,Бостандык,43.19203,76.90372,Асфальтированный газон,3,U02015,0.309,1,2027-04-10,2027-04
R004081,H00489,Бостандык,43.19203,76.90372,Стихийная свалка,3,U04232,0.556,1,2027-03-07,2027-03
R004082,H00489,Бостандык,43.19203,76.90372,Переполненный бак,2,U04746,0.567,1,2027-03-18,2027-03
R004083,H00489,Бостандык,43.19203,76.90372,Пень / вырубка,4,U04645,0.267,1,2027-04-14,2027-04
R004084,H00489,Бостандык,43.19203,76.90372,Стихийная свалка,3,U00226,0.588,0,2027-04-06,2027-04
R004085,H00489,Бостандык,43.19203,76.90372,Стихийная свалка,4,U03255,0.658,0,2027-05-10,2027-05
R004086,H00490,Бостандык,43.19203,76.91122,Парковка на газоне,5,U00109,0.562,1,2027-01-09,2027-01
R004087,H00490,Бостандык,43.19203,76.91122,Сломанная скамейка/фонарь,4,U03400,0.521,0,2027-01-23,2027-01
R004088,H00490,Бостандык,43.19203,76.91122,Загрязнённый арык,2,U02645,0.324,0,2027-02-13,2027-02
R004089,H00490,Бостандык,43.19203,76.91122,Пень / вырубка,5,U02269,0.311,1,2026-11-09,2026-11
R004090,H00490,Бостандык,43.19203,76.91122,Переполненный бак,4,U05031,0.497,0,2027-03-21,2027-03
R004091,H00490,Бостандык,43.19203,76.91122,Асфальтированный газон,4,U04604,0.579,1,2027-03-13,2027-03
R004092,H00490,Бостандык,43.19203,76.91122,Стихийная свалка,3,U04296,0.15,0,2027-05-29,2027-05
R004093,H00490,Бостандык,43.19203,76.91122,Засохшее дерево,3,U01014,0.777,1,2026-11-29,2026-11
R004094,H00490,Бостандык,43.19203,76.91122,Отсутствие озеленения,4,U02710,0.672,1,2027-02-26,2027-02
R004095,H00490,Бостандык,43.19203,76.91122,Асфальтированный газон,4,U02851,0.154,0,2027-03-25,2027-03
R004096,H00490,Бостандык,43.19203,76.91122,Пень / вырубка,5,U01755,0.543,1,2026-10-14,2026-10
R004097,H00490,Бостандык,43.19203,76.91122,Переполненный бак,5,U04527,0.762,0,2026-12-10,2026-12
R004098,H00490,Бостандык,43.19203,76.91122,Стихийная свалка,5,U00387,0.379,0,2027-01-09,2027-01
R004099,H00490,Бостандык,43.19203,76.91122,Засохшее дерево,4,U04491,0.268,0,2027-01-15,2027-01
R004100,H00490,Бостандык,43.19203,76.91122,Загрязнённый арык,5,U01085,0.307,1,2027-01-31,2027-01
R004101,H00490,Бостандык,43.19203,76.91122,Парковка на газоне,5,U04303,0.235,1,2027-02-02,2027-02
R004102,H00490,Бостандык,43.19203,76.91122,Пень / вырубка,5,U04232,0.556,1,2027-01-07,2027-01
R004103,H00490,Бостандык,43.19203,76.91122,Стихийная свалка,5,U04134,0.433,1,2027-01-17,2027-01
R004104,H00490,Бостандык,43.19203,76.91122,Асфальтированный газон,5,U01875,0.285,0,2026-11-23,2026-11
R004105,H00491,Бостандык,43.19203,76.91872,Стихийная свалка,1,U02035,0.169,0,2027-05-21,2027-05
R004106,H00491,Бостандык,43.19203,76.91872,Пень / вырубка,5,U03601,0.189,1,2027-03-03,2027-03
R004107,H00491,Бостандык,43.19203,76.91872,Пень / вырубка,3,U04232,0.556,1,2027-05-01,2027-05
R004108,H00491,Бостандык,43.19203,76.91872,Подтопление,4,U04232,0.556,0,2026-11-26,2026-11
R004109,H00492,Бостандык,43.19203,76.92621,Отсутствие озеленения,4,U03517,0.28,0,2027-06-09,2027-06
R004110,H00492,Бостандык,43.19203,76.92621,Стихийная свалка,4,U04850,0.977,1,2027-03-13,2027-03
R004111,H00493,Бостандык,43.19203,76.93371,Сломанная скамейка/фонарь,5,U00465,0.69,1,2027-03-23,2027-03
R004112,H00493,Бостандык,43.19203,76.93371,Стихийная свалка,5,U00771,0.57,1,2027-05-18,2027-05
R004113,H00493,Бостандык,43.19203,76.93371,Засохшее дерево,4,U04871,0.911,1,2026-12-23,2026-12
R004114,H00493,Бостандык,43.19203,76.93371,Подтопление,4,U01272,0.777,1,2027-04-27,2027-04
R004115,H00493,Бостандык,43.19203,76.93371,Засохшее дерево,1,U03476,0.335,1,2026-09-26,2026-09
R004116,H00493,Бостандык,43.19203,76.93371,Переполненный бак,5,U05041,0.573,1,2027-05-19,2027-05
R004117,H00493,Бостандык,43.19203,76.93371,Переполненный бак,5,U01861,0.646,1,2026-12-18,2026-12
R004118,H00493,Бостандык,43.19203,76.93371,Пень / вырубка,4,U02257,0.677,1,2027-04-13,2027-04
R004119,H00493,Бостандык,43.19203,76.93371,Подтопление,5,U04094,0.672,0,2027-03-28,2027-03
R004120,H00493,Бостандык,43.19203,76.93371,Отсутствие озеленения,5,U04495,0.828,1,2027-05-09,2027-05
R004121,H00493,Бостандык,43.19203,76.93371,Засохшее дерево,5,U01912,0.548,0,2027-04-21,2027-04
R004122,H00493,Бостандык,43.19203,76.93371,Переполненный бак,5,U01215,0.187,1,2027-05-29,2027-05
R004123,H00494,Бостандык,43.19203,76.94121,Сломанная скамейка/фонарь,5,U01524,0.531,1,2027-02-23,2027-02
R004124,H00494,Бостандык,43.19203,76.94121,Сломанная скамейка/фонарь,4,U01148,0.575,0,2027-04-24,2027-04
R004125,H00494,Бостандык,43.19203,76.94121,Засохшее дерево,4,U04232,0.556,1,2027-04-19,2027-04
R004126,H00494,Бостандык,43.19203,76.94121,Переполненный бак,3,U00231,0.734,0,2026-12-17,2026-12
R004127,H00494,Бостандык,43.19203,76.94121,Пень / вырубка,5,U01216,0.421,1,2027-04-04,2027-04
R004128,H00494,Бостандык,43.19203,76.94121,Стихийная свалка,5,U01491,0.289,1,2027-02-10,2027-02
R004129,H00494,Бостандык,43.19203,76.94121,Пень / вырубка,5,U01414,0.169,1,2027-01-14,2027-01
R004130,H00494,Бостандык,43.19203,76.94121,Хорошее место,3,U02199,0.709,0,2026-12-09,2026-12
R004131,H00494,Бостандык,43.19203,76.94121,Пень / вырубка,5,U05072,0.54,1,2026-10-05,2026-10
R004132,H00494,Бостандык,43.19203,76.94121,Асфальтированный газон,4,U01381,0.326,0,2027-03-16,2027-03
